,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude,Venues,Food Services,Shopping Services,Leisure Services,General Services
123,Kumaraswamy Layout I Stage,-,-,"9,500 - 12,000",10750,-,-,12.9061,77.5627,"['Burger Joint', 'Breakfast Spot', 'Ice Cream Shop', 'Café', 'Indian Restaurant', 'Sandwich Place', 'Food Truck', 'Sandwich Place', 'Diner', 'Indian Restaurant', 'Movie Theater', 'Sandwich Place', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Café']",14.0,0.0,1.0,0.0
124,Rayasandra,"3,500 - 8,500",5750,"10,000 - 15,000",11666.67,16000,16000,12.8623,77.6752,"['Gym / Fitness Center', 'Food Truck']",1.0,0.0,1.0,0.0
125,Nelamangala Town,-,-,"10,000 - 14,000",12150,-,-,13.0982,77.3948,"['Clothing Store', 'Indian Restaurant', 'Café', 'Scenic Lookout', 'Gym / Fitness Center']",2.0,1.0,2.0,0.0
126,Dooravani Nagar,"8,000 - 14,000",11000,"13,000 - 17,000",15333.33,-,-,13.003,77.6678,"['Ice Cream Shop', 'Indian Restaurant', 'Café', 'Bus Station', 'Liquor Store', 'Chinese Restaurant', 'Bus Stop', 'Chinese Restaurant', 'Dessert Shop', 'Vegetarian / Vegan Restaurant', 'Bakery']",9.0,0.0,0.0,2.0
127,R T Nagar,9000,9000,18000,18000,54000,54000,13.0196,77.5968,"['Bistro', 'Resort', 'Juice Bar', 'Pizza Place', 'Ice Cream Shop', 'Pizza Place', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Café', 'Bus Station', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Supermarket', 'Hotel', 'Outdoor Supply Store', 'Bus Station', 'Chinese Restaurant']",13.0,3.0,3.0,2.0
128,Vasanth Nagar,"8,000 - 24,000",11833.33,"15,000 - 20,000",17250,30000,30000,12.992,77.5943,"['Indian Restaurant', 'Steakhouse', 'Concert Hall', 'Tea Room', 'Indian Restaurant', 'Chinese Restaurant', 'Italian Restaurant', 'Hotel', 'Pub', 'Dessert Shop', 'Indian Restaurant', 'French Restaurant', 'Indian Restaurant', 'Hookah Bar', 'Badminton Court', 'Indian Restaurant', 'Art Museum', 'Monument / Landmark', 'Vegetarian / Vegan Restaurant', 'Middle Eastern Restaurant', 'Indian Restaurant', 'Sandwich Place', 'Music Venue', 'Coffee Shop', 'Coffee Shop', 'Pool Hall', 'Italian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Event Space', 'Indian Restaurant', 'Pizza Place', 'Café', 'Salad Place', 'Coffee Shop', 'Chinese Restaurant', 'Hotel', 'Department Store', 'Indian Restaurant', 'Chinese Restaurant', 'Fast Food Restaurant', 'Coffee Shop', 'Tea Room', 'Bakery', 'Café', 'Multicuisine Indian Restaurant', 'Lounge', 'Bakery']",38.0,1.0,9.0,0.0
129,Yeshwanthpur,"7,500 - 13,000",10250,"16,000 - 30,000",22666.67,"20,000 - 30,000",25000,13.025,77.53399999999998,"['Sporting Goods Shop', 'Grocery Store', 'Light Rail Station']",0.0,2.0,0.0,1.0
130,Ulsoor,"9,000 - 15,000",11800,30000,30000,"25,000 - 1.5 L",80000,12.9817,77.6284,"['Department Store', 'Light Rail Station', 'Café', 'Bakery', 'Soccer Field', 'Indian Restaurant']",3.0,1.0,1.0,1.0
131,Nayandahalli,7000,7000,14000,14000,-,-,12.9446,77.5256,"['Fast Food Restaurant', 'Accessories Store', 'Train Station', 'Road', 'Metro Station', 'Electronics Store']",1.0,2.0,1.0,2.0
132,Nagavara,"9,500 - 10,000",9750,12000,12000,30000,30000,13.0422,77.6136,"['Coffee Shop', 'Hotel', 'Lake', 'Buffet', 'Lake', 'Café']",3.0,0.0,3.0,0.0
133,hebbal kempapura,"6,000 - 16,500",10833.33,"15,000 - 25,000",19000,35000,35000,13.0529,77.6015,"['Building', 'Pizza Place', 'Indian Restaurant', 'Department Store']",2.0,1.0,1.0,0.0
134,Kattigenahalli,9000,9000,30000,30000,17000,17000,13.1216,77.6207,"['Café', 'Pool Hall', 'Burger Joint', 'Indian Restaurant', 'Indian Restaurant']",4.0,0.0,1.0,0.0
135,Sector 6 HSR Layout,14000,14000,-,-,45000,45000,12.9138,77.6293,"['Café', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Indian Restaurant', 'Bar', 'Indian Restaurant', 'South Indian Restaurant', 'Bus Station', 'Shopping Mall', 'Auto Garage', 'Indian Restaurant', 'Bus Station', 'Food', 'Fast Food Restaurant', 'Ice Cream Shop', 'Lake', 'Indian Restaurant', 'Gastropub']",16.0,1.0,1.0,3.0
136,CV Raman Nagar,15000,15000,21000,21000,25000,25000,12.9793,77.6642,"['Coffee Shop', 'Coffee Shop', 'Indian Restaurant', 'Sandwich Place', 'Shopping Mall', 'Park', 'Department Store', 'Shop & Service']",4.0,3.0,1.0,0.0
137,Veer Sandra,"4,000 - 7,500",5750,"12,500 - 35,000",24125,"18,000 - 30,000",24750,12.8341,77.6751,"['Café', 'Bus Stop', 'ATM', 'Indian Restaurant']",2.0,0.0,0.0,2.0
138,Anjanapura,-,-,"6,000 - 13,000",9500,17500,17500,12.8604,77.5612,"['Campground', 'Pool']",0.0,0.0,2.0,0.0
139,Volagerekallahalli,-,-,-,-,16000,16000,12.8892,77.7738,[],0.0,0.0,0.0,0.0
140,Kalkere,"12,500 - 15,000",13333.33,"10,000 - 15,000",12500,20000,20000,13.0335,77.6739,"['Park', 'Breakfast Spot', 'Market']",1.0,1.0,1.0,0.0
141,Kannur,11000,11000,"11,500 - 18,000",14750,18000,18000,13.0925,77.6535,"['Bike Trail', 'Indian Restaurant']",1.0,0.0,1.0,0.0
142,Babusa Palya,13000,13000,13000,13000,35800,35800,13.0228,77.6521,"['Pizza Place', 'Bistro', 'Andhra Restaurant', 'Café', 'Department Store', 'Intersection', 'Kerala Restaurant', 'Department Store', 'Gym', 'Bakery', 'Chinese Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'BBQ Joint']",10.0,2.0,2.0,1.0
143,Mathikere,"7,500 - 10,000",8333.33,"11,500 - 33,000",19500,28000,28000,13.0334,77.564,"['Indian Restaurant', 'Indian Restaurant', 'Italian Restaurant', 'Gym', 'Chinese Restaurant', 'Pizza Place', 'Diner', 'Fast Food Restaurant', 'Indian Restaurant', 'Department Store', 'Pizza Place', 'Café', 'Indian Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Ice Cream Shop', 'Indian Restaurant', 'Fast Food Restaurant', 'Chinese Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Dessert Shop', 'Bus Station', 'German Restaurant', 'Shipping Store', 'Burger Joint', 'Gym', 'Gym', 'Indian Restaurant', 'Indian Restaurant', 'Bakery']",26.0,2.0,3.0,1.0
144,Carmelaram,"11,000 - 25,000",18666.67,13500,13500,"25,000 - 28,000",26500,12.9062,77.7066,"['Sporting Goods Shop', 'Supermarket', 'Train Station', 'South Indian Restaurant', 'Restaurant', 'Soccer Field', 'Restaurant']",3.0,2.0,1.0,1.0
145,BTM 1st Stage,15000,15000,"15,000 - 16,500",15750,25000,25000,12.9198,77.6103,"['Vegetarian / Vegan Restaurant', 'Park', 'Restaurant', 'Burger Joint', 'Indian Restaurant', 'Gym', 'Ice Cream Shop', 'Pizza Place', 'Ice Cream Shop', 'Sandwich Place', 'Pizza Place', 'Indian Restaurant', 'Bakery', 'Café', 'Bakery', 'Chinese Restaurant', 'Indian Restaurant', 'Coffee Shop', 'Dim Sum Restaurant', 'Ice Cream Shop', 'BBQ Joint', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Asian Restaurant', 'Italian Restaurant', 'Snack Place', 'Indian Restaurant', 'Snack Place', 'Chinese Restaurant', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Coffee Shop', 'Fast Food Restaurant', 'Indian Restaurant', 'Punjabi Restaurant', 'Sandwich Place', 'Indian Restaurant', 'Electronics Store', 'Indian Restaurant', 'Juice Bar', 'Indie Movie Theater', 'Restaurant', 'Coffee Shop', 'Food Court']",43.0,1.0,3.0,0.0
146,BTM Layout 2nd Stage,18000,18000,"16,000 - 20,000",17080,25000,25000,12.9083,77.6051,"['Multiplex', 'Bakery', 'Coffee Shop', 'Andhra Restaurant', 'Garden', 'Tea Room', 'Multiplex', 'Gym', 'Indian Restaurant', 'Clothing Store', 'Bar', 'Bakery', 'Chinese Restaurant', 'Café', 'Ice Cream Shop', 'Dim Sum Restaurant', 'Vegetarian / Vegan Restaurant', 'Asian Restaurant', 'Indian Restaurant', 'Café', 'Snack Place', 'Bookstore', 'Chinese Restaurant', 'Snack Place', 'Shopping Mall', 'Department Store', 'Indian Restaurant', 'Café', 'Fast Food Restaurant', 'Department Store', 'Italian Restaurant', 'Shopping Mall', 'Italian Restaurant', 'Burger Joint', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Ice Cream Shop', 'Coffee Shop', 'Indian Restaurant', 'Pizza Place', 'Snack Place', 'Indian Restaurant']",33.0,6.0,4.0,0.0
147,Murgesh Pallya,"6,000 - 22,000",11794.12,"14,000 - 20,000",18142.86,51000,51000,12.9563,77.6535,"['Hotel', 'Indian Restaurant', 'Bar', 'Indian Restaurant', 'Middle Eastern Restaurant', 'French Restaurant', 'Korean Restaurant', 'Indian Restaurant', 'Asian Restaurant', 'Indian Restaurant', 'Bar', 'Pizza Place', 'Shopping Mall', 'Café', 'Café', 'Fast Food Restaurant', 'Café', 'Coffee Shop', 'Fast Food Restaurant', 'Pizza Place', 'Coffee Shop', 'Restaurant', 'Nightclub', 'Café', 'Department Store', 'Fast Food Restaurant', 'Hotel', 'Watch Shop', 'Hospital', 'Asian Restaurant', 'Sports Bar', 'Intersection', 'Indian Restaurant', 'Bowling Alley', 'Gym', 'Indian Restaurant']",26.0,3.0,5.0,2.0
148,NRI Layout,"8,000 - 14,000",10666.67,"10,000 - 20,000",15142.86,-,-,13.0321,77.6808,"['Kerala Restaurant', 'Fast Food Restaurant', 'Convenience Store', 'Pool', 'Park', 'Furniture / Home Store']",2.0,2.0,2.0,0.0
149,International Airport Road,-,-,25000,25000,-,-,13.1986,77.7066,"['French Restaurant', 'Coffee Shop', 'Coffee Shop', 'Hotel', 'Café', 'Fast Food Restaurant', 'Italian Restaurant', 'Airport', 'Airport Gate', 'Duty-free Shop', 'Café', 'Vegetarian / Vegan Restaurant', 'Sandwich Place', 'Bar', 'Indian Restaurant', 'Pizza Place', 'Coffee Shop', 'Airport Service', 'Mediterranean Restaurant', 'Beer Bar', 'Taxi Stand', 'Café', 'Doner Restaurant', 'Airport Lounge', 'Shipping Store', 'Airport Lounge', 'Clothing Store', 'Café', 'Airport Service', 'Airport Lounge', 'Airport Terminal']",18.0,3.0,1.0,9.0
150,Rajankunte,8000,8000,"9,000 - 10,000",9666.67,-,-,13.187,77.5502,[],0.0,0.0,0.0,0.0
151,Gunjur Village,"26,000 - 30,000",28000,12000,12000,"32,000 - 42,000",37250,12.9213,77.7341,"['Boutique', 'Furniture / Home Store', 'Clothing Store']",0.0,3.0,0.0,0.0
152,krishnarajapura,9000,9000,-,-,-,-,13.017,77.7044,"['Indian Restaurant', 'Pizza Place', 'Indian Restaurant', 'Café', 'Bakery', 'Hotel']",5.0,0.0,1.0,0.0
153,Uttarahalli Hobli,10000,10000,"16,000 - 22,000",18000,23000,23000,12.907,77.5521,"['Bakery', 'Pizza Place', 'Café', 'Indian Restaurant', 'Department Store', 'Paintball Field', 'Bakery', 'Gym', 'Indian Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Café', 'Movie Theater', 'Sandwich Place']",11.0,2.0,3.0,0.0
154,Jalahalli West,50000,50000,12000,12000,15000,15000,13.0612,77.5193,"['Fast Food Restaurant', 'BBQ Joint']",2.0,0.0,0.0,0.0
155,K Channasandra,12500,12500,-,-,-,-,13.0406,77.6776,['Sports Club'],0.0,0.0,1.0,0.0
156,Konappana Agrahara,"6,700 - 8,500",8380,10500,10500,"22,500 - 40,000",28833.33,12.8549,77.6679,"['Sandwich Place', 'Ice Cream Shop', 'Food Court', 'Coffee Shop', 'Indian Restaurant', 'Food Court', 'Department Store', 'Indian Restaurant', 'Snack Place', 'Bakery', 'Food Court', 'Ice Cream Shop']",11.0,1.0,0.0,0.0
157,Lingadheeranahalli,4000,4000,-,-,22500,22500,12.8825,77.5361,"['Farm', 'Indian Restaurant', 'Wine Shop', 'Business Service', 'Mobile Phone Shop']",2.0,1.0,0.0,2.0
158,Murugeshpalya,"6,500 - 16,000",11611.11,"14,800 - 26,000",20360,35000,35000,12.9613,77.6561,"['Indian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Indian Restaurant', 'Asian Restaurant', 'Fast Food Restaurant', 'Café', 'Fast Food Restaurant', 'Café', 'Restaurant', 'Coffee Shop', 'Fast Food Restaurant', 'Pizza Place', 'Donut Shop', 'Ice Cream Shop', 'Intersection', 'Café', 'Indian Restaurant', 'Chinese Restaurant', 'Gym', 'Watch Shop', 'Department Store', 'Hospital', 'Pizza Place', 'Indian Restaurant', 'Intersection', 'Café', 'Dessert Shop', 'Indian Restaurant']",23.0,2.0,1.0,3.0
159,Basapura,"3,500 - 7,500",6166.67,"13,000 - 35,000",21210,"18,000 - 19,000",18500,12.8648,77.65100000000002,"['Food Court', 'Tennis Court', 'Electronics Store', 'German Restaurant', 'Tourist Information Center', 'Business Service']",2.0,1.0,1.0,2.0
160,RMV Extension Stage 2,"6,500 - 12,000",8916.67,12500,12500,"23,000 - 45,000",34000,13.0422,77.57,"['Park', 'Snack Place', 'Indian Restaurant', 'Pizza Place', 'Indian Restaurant', 'Department Store', 'Department Store', 'Shipping Store', 'Department Store', 'Department Store']",4.0,5.0,1.0,0.0
161,Bannerughatta,"4,500 - 8,000",6250,"12,000 - 25,000",18500,"12,000 - 15,000",13500,12.8052,77.5788,"['Zoo', 'Park', 'Park', 'Park']",0.0,0.0,4.0,0.0
162,KPC Layout,"9,000 - 15,000",11285.71,"17,000 - 19,000",18333.33,"24,000 - 35,000",27800,12.9067,77.6757,"['General Entertainment', 'Indian Restaurant', 'Gastropub', 'Sports Bar', 'Café', 'Department Store', 'Sports Bar', 'Other Great Outdoors']",5.0,1.0,2.0,0.0
163,Kundalahalli,12000,12000,"22,000 - 28,000",24333.33,-,-,12.969,77.7209,"['Hotel', 'Dessert Shop', 'Indian Restaurant', 'Ice Cream Shop', 'Bakery', 'Breakfast Spot', 'Asian Restaurant', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Food', 'Hotel', 'Department Store', 'Cafeteria', 'Food Truck', 'Indian Restaurant']",12.0,1.0,2.0,0.0
164,Phase 7,"8,500 - 22,000",13333.33,"8,500 - 22,000",14166.67,"22,500 - 23,000",22750,12.8872,77.5899,"['Restaurant', 'Department Store', 'Pizza Place', 'Ice Cream Shop', 'Breakfast Spot', 'Badminton Court', 'Supermarket', 'Athletics & Sports', 'Indian Restaurant']",5.0,2.0,2.0,0.0
165,Sadashiva Nagar,-,-,"46,000 - 56,000",51000,"61,000 - 90,000",75500,13.0068,77.5813,"['Gym', 'Coffee Shop', 'Department Store', 'Seafood Restaurant', 'Nightclub', 'Coffee Shop', 'Plaza', ""Women's Store"", 'Coffee Shop', 'Indian Restaurant', 'Café', 'Ice Cream Shop', 'Chinese Restaurant', 'Ice Cream Shop', 'Field', 'Gym', 'Department Store', 'Dessert Shop', 'Pizza Place', 'Performing Arts Venue', 'Gourmet Shop', 'Café', 'Vegetarian / Vegan Restaurant', 'Pet Store', 'Bakery', 'Indian Restaurant', 'Bus Station', 'Plaza']",16.0,4.0,7.0,1.0
166,Adugodi,"10,000 - 15,000",12333.33,23000,23000,45000,45000,12.942,77.6083,"['Café', 'Café', 'Brewery', 'Kerala Restaurant', 'Bus Station']",4.0,0.0,0.0,1.0
167,Parappana Agrahara,"3,000 - 12,500",7750,"6,500 - 15,000",9433.33,"13,500 - 36,000",24750,12.8735,77.6581,"['Department Store', 'Department Store', 'Tourist Information Center', 'Food Court']",1.0,2.0,0.0,1.0
168,Thirupalya,"9,000 - 20,000",16333.33,"15,000 - 21,000",1871.43,"10,500 - 18,500",14500,12.8224,77.6665,"['Lake', 'Fruit & Vegetable Store', 'Lake']",1.0,0.0,2.0,0.0
169,Byrathi,"5,500 - 14,000",10000,14500,14500,25000,25000,13.0529,77.6501,"['Café', 'Department Store', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Restaurant']",6.0,1.0,0.0,0.0
170,Kaggalipura,"12,000 - 15,000",13750,"11,500 - 20,000",15500,18000,18000,12.7995,77.5101,"['Go Kart Track', 'Go Kart Track', 'Indian Restaurant']",1.0,0.0,2.0,0.0
171,Narayanapura,12000,12000,14000,14000,1.1 L,110000,13.0629,77.645,"['Coffee Shop', 'Pizza Place', 'Sandwich Place', 'Restaurant', 'Bakery', 'Grocery Store', 'Café', 'Italian Restaurant', 'Gym / Fitness Center']",7.0,1.0,1.0,0.0
172,Kambipura,"12,000 - 15,000",13500,"10,000 - 12,000",11333.33,"14,000 - 20,000",17250,12.8789,77.4616,[],0.0,0.0,0.0,0.0
173,Srinivaspura,-,-,"14,000 - 25,000",19500,-,-,12.9001,77.5113,"['Bakery', 'Restaurant', 'Mountain', 'Coffee Shop']",3.0,0.0,1.0,0.0
174,JP Nagar Phase 6,-,-,14999,14999,"30,000 - 40,000",3562.5,12.9,77.5777,"['Pizza Place', 'Boarding House', 'Indian Restaurant', 'Chinese Restaurant', 'Gas Station']",3.0,0.0,0.0,2.0
175,Benson Town,"5,000 - 10,000",7500,"10,000 - 16,000",13500,60000,60000,13.0047,77.5999,"['BBQ Joint', 'Wine Shop', 'Bakery', 'Food Truck', 'Café', 'Park', 'Department Store', 'Juice Bar', 'Fast Food Restaurant', 'Gym / Fitness Center', 'Asian Restaurant']",8.0,1.0,2.0,0.0
176,Bommasandra Industrial Area,"7,000 - 7,500",7250,8500,8500,-,-,12.8159,77.6794,['Indian Restaurant'],1.0,0.0,0.0,0.0
177,Bommenahalli,"8,000 - 17,000",12500,13800,13800,20000,20000,12.903,77.6242,"['Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Restaurant', 'Clothing Store', 'Indian Restaurant', 'Asian Restaurant', 'Cosmetics Shop']",5.0,3.0,0.0,0.0
178,Glass Factory Layout,7000,7000,10500,10500,16000,16000,12.8296,77.7009,"['Farm', 'Gym Pool', 'Shopping Mall']",0.0,1.0,1.0,1.0
179,Kodathi,15000,15000,"7,999 - 8,500",8333,-,-,12.8882,77.7163,['Athletics & Sports'],0.0,0.0,1.0,0.0
180,Raja Rajeshwari Nagar 5th Stage,-,-,14000,14000,-,-,12.9085,77.5204,"['Indian Restaurant', 'Indian Restaurant', 'Bakery', 'Bus Station', 'Andhra Restaurant', 'Department Store', 'Athletics & Sports', 'Food Court', 'Department Store', 'Resort']",5.0,2.0,2.0,1.0
181,Sir M V Nagar,"10,500 - 17,500",1471.43,"12,000 - 15,000",13333.33,22000,22000,13.0158,77.6756,"['South Indian Restaurant', 'Supermarket', 'Indian Restaurant', 'Pizza Place']",3.0,1.0,0.0,0.0
182,Vijay Nagar,15500,15500,20000,20000,34000,34000,12.9756,77.5354,"['Indian Restaurant', 'Indian Restaurant', 'Food Truck', 'Miscellaneous Shop', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Bakery', 'Pizza Place', 'Indian Restaurant', 'Bakery', 'Bakery', 'Platform', 'Fast Food Restaurant', 'Dessert Shop', 'Salon / Barbershop']",13.0,1.0,0.0,2.0
183,Kaval Byrasandra,"8,000 - 21,000",13333.33,"12,000 - 14,000",13000,"15,000 - 16,000",15500,13.0237,77.608,"['Bakery', 'Department Store', 'Department Store', 'Indian Restaurant', 'Pharmacy', 'Gourmet Shop', 'Grocery Store', 'Department Store']",3.0,4.0,0.0,1.0
184,Kathriguppe,9500,9500,"12,500 - 21,000",17277.78,24000,24000,12.9294,77.5569,"['Breakfast Spot', 'Tea Room', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Arcade', 'Asian Restaurant', 'Fast Food Restaurant', 'Bus Station', 'Bakery', 'Dessert Shop', 'Electronics Store', 'Department Store', 'Clothing Store', 'Movie Theater', 'Snack Place', 'Smoke Shop', 'Athletics & Sports', 'Indian Restaurant']",11.0,4.0,3.0,1.0
185,New Thippasandra,"4,500 - 38,000",17800,"12,000 - 23,000",17500,30000,30000,12.9718,77.6552,"['Indian Restaurant', 'Burger Joint', 'Indian Restaurant', 'Juice Bar', 'Chinese Restaurant', 'Food Truck', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Karnataka Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Kerala Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Dessert Shop', 'Farmers Market', 'Bakery', 'Indian Restaurant', 'Fast Food Restaurant']",22.0,1.0,0.0,0.0
186,sahakara nagar,-,-,-,-,62000,62000,13.0623,77.5871,"['Italian Restaurant', 'Brewery', 'Bubble Tea Shop', 'Ice Cream Shop', 'Burger Joint', 'Café', 'Sandwich Place', 'Department Store', 'Coffee Shop', 'Indian Restaurant', 'Resort', 'Ice Cream Shop', 'Flea Market', 'Indian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Fast Food Restaurant', 'Indian Restaurant', 'Badminton Court', 'Resort', 'Gym', 'Light Rail Station']",15.0,2.0,4.0,1.0
187,Avalahalli,-,-,12000,12000,-,-,12.9457,77.544,"['Park', 'Movie Theater', 'Fast Food Restaurant', 'Indian Restaurant', 'Furniture / Home Store']",2.0,1.0,2.0,0.0
188,Choodasandra,"7,500 - 8,000",7700,"16,000 - 25,000",18800,90000,90000,12.8837,77.6794,['Department Store'],0.0,1.0,0.0,0.0
189,Kammasandra,"17,500 - 21,000",19250,7500,7500,"18,000 - 26,000",23333.33,12.834,77.6883,"['Home Service', 'Department Store', 'Wings Joint', 'Chaat Place', 'Department Store', 'Athletics & Sports']",1.0,2.0,2.0,1.0
190,Domlur,"8,000 - 15,000",11500,30000,30000,"40,000 - 78,000",57750,12.961,77.6387,"['Café', 'BBQ Joint', 'Deli / Bodega', 'Coffee Shop', 'Indian Restaurant', 'Gaming Cafe', 'Nightclub', 'Liquor Store', 'Burger Joint', 'Burrito Place', 'Italian Restaurant', 'Pizza Place', 'Pub', 'Sports Bar', 'Steakhouse', 'Chinese Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Pub', 'Hotel', 'Rajasthani Restaurant', 'Indian Restaurant', 'Italian Restaurant', 'Italian Restaurant', 'Café', 'Coffee Shop', 'Food & Drink Shop', 'Sandwich Place', 'Vietnamese Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Breakfast Spot', 'Lounge', 'Chinese Restaurant', 'Asian Restaurant', 'Food', 'Pizza Place', 'Bed & Breakfast', 'Clothing Store', 'Diner', 'Hotel', 'Hotel', 'Convenience Store', 'North Indian Restaurant', 'Indian Restaurant']",43.0,2.0,5.0,0.0
191,byatarayanapura,"9,000 - 24,000",15800,"19,000 - 23,000",20500,35000,35000,13.0598,77.5933,"['Brewery', 'Bubble Tea Shop', 'Department Store', 'Ice Cream Shop', 'Italian Restaurant', 'Indian Restaurant', 'Building', 'Indian Restaurant', 'Indian Restaurant', 'Burger Joint', 'Ice Cream Shop', 'Coffee Shop', 'Café', 'Resort', 'Indian Restaurant', 'Pizza Place', 'Indian Restaurant', 'Ice Cream Shop', 'Fast Food Restaurant', 'Gym']",16.0,1.0,3.0,0.0
192,Kada Agrahara,"8,000 - 15,000",12600,"12,500 - 13,500",13000,27000,27000,12.8538,77.7652,[],0.0,0.0,0.0,0.0
193,Mallathahalli,5000,5000,"6,500 - 14,500",11833.33,-,-,12.962,77.498,"['Breakfast Spot', 'South Indian Restaurant', 'Lake', 'North Indian Restaurant']",3.0,0.0,1.0,0.0
194,Padmanabhanagar,"5,500 - 13,000",9000,"9,000 - 20,000",14666.67,24000,24000,12.9156,77.5568,"['Bakery', 'Snack Place', 'Pizza Place', 'Park', 'Indian Restaurant', 'Convenience Store', 'Toy / Game Store', 'Accessories Store', 'Jewelry Store', 'Movie Theater', 'Breakfast Spot']",5.0,4.0,2.0,0.0
195,Sector 2 HSR Layout,"16,000 - 18,500",1783.33,25000,25000,35000,35000,12.9089,77.6465,"['Pizza Place', 'Ice Cream Shop', 'Café', 'Punjabi Restaurant', 'Middle Eastern Restaurant', 'Pizza Place', 'Kebab Restaurant', 'Indian Restaurant', 'Pizza Place', 'Café', 'Department Store', 'Café', 'Chinese Restaurant', 'Snack Place', 'Indian Restaurant', 'Gym / Fitness Center', 'Indian Restaurant', 'Café', 'Pizza Place', 'Coffee Shop', 'Indian Restaurant', 'Indian Restaurant', 'Fish & Chips Shop', 'General Entertainment', 'Café', 'Department Store', 'Ice Cream Shop', 'Café', 'Tea Room', 'Gym / Fitness Center', 'South Indian Restaurant', 'Restaurant', 'Department Store', 'Department Store', 'Restaurant', 'Snack Place', 'Badminton Court', 'Café']",30.0,4.0,4.0,0.0
196,Srinagar,"4,200 - 10,000",7425,"9,000 - 18,000",13200,-,-,12.9468,77.5519,"['Coffee Shop', 'Café', 'Fast Food Restaurant', 'Indian Restaurant', 'Fast Food Restaurant', 'Indian Restaurant']",6.0,0.0,0.0,0.0
197,JP Nagar Phase 5,14000,14000,"17,000 - 23,000",20000,32000,32000,12.9035,77.592,"['Breakfast Spot', 'Brewery', 'Coffee Shop', 'Café', 'Snack Place', 'Bakery', 'Diner', 'Chinese Restaurant', 'Mediterranean Restaurant', 'Sandwich Place', 'Gym', 'Italian Restaurant', 'Bar', 'Gym / Fitness Center', 'Coffee Shop', 'Office', 'Bakery', 'South Indian Restaurant', 'Fast Food Restaurant', 'Burger Joint', 'Indian Restaurant', 'Bakery', 'Ice Cream Shop', 'Middle Eastern Restaurant', 'Snack Place', 'Ice Cream Shop', 'Pizza Place', 'South Indian Restaurant', 'Department Store', 'Chinese Restaurant', 'Restaurant', 'Bakery', 'Indian Restaurant', 'Bakery', 'Pizza Place', 'Indian Restaurant', 'Fast Food Restaurant', 'Buffet', 'Cosmetics Shop', 'Cafeteria', 'Food Court', 'Clothing Store', 'Department Store', 'Punjabi Restaurant']",37.0,4.0,2.0,1.0
198,Anantapura,-,-,-,-,"17,000 - 32,000",24500,13.115,77.5684,"['Andhra Restaurant', 'Food Truck', 'Juice Bar', 'Coffee Shop', 'Scenic Lookout']",4.0,0.0,1.0,0.0
199,Kodichikkanahalli,4500,4500,20000,20000,36000,36000,12.8953,77.615,"['Ice Cream Shop', 'Fast Food Restaurant', 'Pharmacy', 'Indian Restaurant', 'Pharmacy', 'Indian Restaurant', 'Convenience Store', 'Department Store']",4.0,2.0,0.0,2.0
200,Margondanahalli,"7,500 - 8,000",7750,"6,000 - 17,000",10500,18000,18000,13.0373,77.6928,['Construction & Landscaping'],0.0,0.0,0.0,1.0
201,Chikbanavara,"4,500 - 10,000",7250,11000,11000,-,-,13.0806,77.5027,['ATM'],0.0,0.0,0.0,1.0
202,Cox Town,8000,8000,15000,15000,"35,000 - 45,000",40333.33,12.9966,77.6303,"['Shopping Mall', 'Multiplex', 'Lounge', 'Café', 'Fast Food Restaurant', 'Department Store', 'Fast Food Restaurant', 'Clothing Store', 'Coffee Shop', 'Burger Joint']",6.0,3.0,1.0,0.0
