,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude,Venues,Food Services,Shopping Services,Leisure Services,General Services
1005,Chamarajpet,"6,500 - 10,000",8833.33,"12,500 - 20,000",16500,"30,000 - 35,000",32500,12.957,77.5621,"['Fast Food Restaurant', 'Indian Restaurant', 'Department Store', 'Fast Food Restaurant', 'Movie Theater', 'Indian Restaurant', 'Print Shop', 'Indian Restaurant']",5.0,1.0,1.0,1.0
1006,Kogilu,7000,7000,13500,13500,"16,500 - 22,000",19250,13.1012,77.6125,['Golf Course'],0.0,0.0,1.0,0.0
1007,Kannamangala,-,-,10000,10000,"20,000 - 35,000",26500,13.0275,77.7606,"['Ice Cream Shop', 'Shopping Plaza', 'Shopping Plaza', 'Restaurant']",2.0,2.0,0.0,0.0
1008,Jayanagar,"6,000 - 70,000",17625,"22,000 - 28,000",25000,"30,000 - 1.2 L",77500,12.9308,77.5802,"['Sandwich Place', 'Indian Restaurant', 'Juice Bar', 'Coffee Shop', 'Bookstore', 'Indian Restaurant', 'Juice Bar', 'Gym', 'Sandwich Place', 'Italian Restaurant', 'Café', 'Lounge', 'Ice Cream Shop', 'Pizza Place', 'Italian Restaurant', 'Andhra Restaurant', 'Indian Restaurant', 'Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Mexican Restaurant', 'Coffee Shop', 'Juice Bar', 'Café', 'Indian Restaurant', 'Salad Place', 'Hotel', 'Chinese Restaurant', 'Indian Restaurant', 'Restaurant', 'Bakery', 'Hotel', 'Coffee Shop', 'Jewelry Store', 'Breakfast Spot', 'Fast Food Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Chinese Restaurant', 'Jewelry Store', 'Café', 'Dessert Shop', 'Indian Restaurant', 'Indian Restaurant', 'Shopping Plaza', 'Coffee Shop', 'Park', 'Indian Restaurant', 'Chinese Restaurant', 'Indian Restaurant', ""Women's Store"", 'Café', 'Indian Restaurant', 'Gastropub', 'Café', 'Indian Restaurant', 'Ice Cream Shop', 'Donut Shop', 'Hotel', 'Lounge', 'Café', 'Indian Restaurant', 'Clothing Store', 'Fast Food Restaurant', 'Asian Restaurant', 'Chinese Restaurant', 'Bowling Alley', 'BBQ Joint', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Chinese Restaurant', 'Fast Food Restaurant', 'Park', 'Brewery', 'Candy Store', 'Indian Restaurant', 'Electronics Store', 'Italian Restaurant', 'Chinese Restaurant', 'Bus Station', 'Bar', 'Mobile Phone Shop', 'Indian Restaurant', 'Boutique', 'Hotel', 'Jewelry Store', 'South Indian Restaurant', 'Smoke Shop', 'Miscellaneous Shop', 'Indian Restaurant', 'Buffet', 'Indian Restaurant', 'Paper / Office Supplies Store', 'Indian Restaurant']",75.0,13.0,8.0,1.0
1009,Bannerghatta,6500,6500,12000,12000,34000,34000,12.8052,77.5788,"['Zoo', 'Park', 'Park', 'Park']",0.0,0.0,4.0,0.0
1010,Medahalli,10000,10000,"8,500 - 11,000",9750,17000,17000,13.0317,77.7161,"['Café', 'Ice Cream Shop']",2.0,0.0,0.0,0.0
1011,Bilekahalli,"6,000 - 21,000",13750,"13,000 - 14,500",13750,"20,000 - 50,000",33689.19,12.8985,77.6058,"['Indian Restaurant', 'BBQ Joint', 'Sandwich Place', 'Middle Eastern Restaurant', 'Café', 'Asian Restaurant', 'Farmers Market', 'Café', 'Italian Restaurant', 'Convenience Store', 'Convenience Store', 'Indian Restaurant', 'Indian Restaurant', 'Pharmacy', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Pharmacy', 'Park']",12.0,4.0,1.0,2.0
1012,Hennur Road,"14,500 - 19,000",17250,"14,000 - 27,000",17375,"21,000 - 50,000",30500,13.0377,77.6288,"['Vegetarian / Vegan Restaurant', 'Pizza Place', 'Café', 'Road', 'Coffee Shop', 'Jewelry Store', 'French Restaurant']",5.0,1.0,1.0,0.0
1013,BTM 2nd Stage,"9,000 - 17,000",12575.81,"18,000 - 22,500",20250,"33,000 - 35,000",34000,12.9083,77.6051,"['Multiplex', 'Bakery', 'Coffee Shop', 'Andhra Restaurant', 'Garden', 'Tea Room', 'Multiplex', 'Gym', 'Indian Restaurant', 'Clothing Store', 'Bar', 'Bakery', 'Chinese Restaurant', 'Café', 'Ice Cream Shop', 'Dim Sum Restaurant', 'Vegetarian / Vegan Restaurant', 'Asian Restaurant', 'Indian Restaurant', 'Café', 'Snack Place', 'Bookstore', 'Chinese Restaurant', 'Snack Place', 'Shopping Mall', 'Department Store', 'Indian Restaurant', 'Café', 'Fast Food Restaurant', 'Department Store', 'Italian Restaurant', 'Shopping Mall', 'Italian Restaurant', 'Burger Joint', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Ice Cream Shop', 'Coffee Shop', 'Indian Restaurant', 'Pizza Place', 'Snack Place', 'Indian Restaurant']",33.0,6.0,4.0,0.0
1014,Frazer Town,"9,000 - 16,000",11333.33,"15,000 - 24,000",18750,"38,000 - 80,000",59000,12.997,77.6144,"['Seafood Restaurant', 'BBQ Joint', 'Snack Place', 'Hyderabadi Restaurant', 'Middle Eastern Restaurant', 'Ice Cream Shop', 'Pakistani Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Tea Room', 'Indian Restaurant', 'Juice Bar', 'Bakery', 'Indian Restaurant', 'Department Store', 'Fast Food Restaurant', 'Pizza Place', 'Ice Cream Shop', 'Indian Restaurant', 'Café', 'Chinese Restaurant', 'Indian Restaurant', 'Middle Eastern Restaurant', 'Fast Food Restaurant', 'Tea Room', 'Park', 'Indian Restaurant', 'Pub', 'Sandwich Place', 'Bakery', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Middle Eastern Restaurant', 'Chinese Restaurant', 'Gym', 'Snack Place', 'Coffee Shop', 'Pizza Place', 'Mediterranean Restaurant', 'BBQ Joint', 'Ice Cream Shop', 'Vegetarian / Vegan Restaurant', 'Coffee Shop', 'Chinese Restaurant', 'Department Store', 'Indian Restaurant', 'South Indian Restaurant', 'Intersection']",44.0,2.0,2.0,1.0
1015,BTM Layout,"6,000 - 19,000",11607.14,"12,000 - 23,000",16846.15,"19,000 - 50,000",38726.97,12.9166,77.6101,"['Vegetarian / Vegan Restaurant', 'Gym', 'Burger Joint', 'Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Bakery', 'Park', 'Ice Cream Shop', 'Indian Restaurant', 'Bakery', 'Sandwich Place', 'Chinese Restaurant', 'Bakery', 'Coffee Shop', 'Dim Sum Restaurant', 'Café', 'Pizza Place', 'Ice Cream Shop', 'Vegetarian / Vegan Restaurant', 'Pizza Place', 'Snack Place', 'BBQ Joint', 'Snack Place', 'Chinese Restaurant', 'Café', 'Italian Restaurant', 'Asian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Sandwich Place', 'Fast Food Restaurant', 'Punjabi Restaurant', 'Coffee Shop', 'Indian Restaurant', 'Electronics Store', 'Coffee Shop', 'Café', 'Food Court', 'Restaurant', 'Park', 'Breakfast Spot', 'Snack Place', 'Indian Restaurant', 'Ice Cream Shop']",46.0,1.0,3.0,0.0
1016,Bagalur,-,-,6500,6500,-,-,13.1513,77.6688,[],0.0,0.0,0.0,0.0
1017,Kasturi Nagar,"10,500 - 17,500",13722.22,"12,000 - 44,000",21590.91,"32,000 - 45,000",38636.36,13.0061,77.6594,"['Ice Cream Shop', 'Indian Restaurant', 'Pizza Place', 'Café', 'Arts & Crafts Store', 'Café', 'Chinese Restaurant', 'Bakery', 'Vegetarian / Vegan Restaurant', 'Chinese Restaurant', 'Bus Station', 'Chinese Restaurant', 'Liquor Store', 'Dessert Shop', 'Park']",12.0,1.0,1.0,1.0
1018,Sanjay Nagar,"15,000 - 16,000",15250,18000,18000,"39,000 - 45,000",42000,13.0369,77.5785,"['Fast Food Restaurant', 'Snack Place', 'Indian Restaurant', 'Department Store', 'Burrito Place']",4.0,1.0,0.0,0.0
